Filename	True Label	Prediction
1031_0003383	3.0	3.0
1031_0003391	2.0	3.0
1031_0003410	3.0	3.0
1061_0120272	1.0	1.0
1061_0120284	0.0	0.0
1061_0120300	2.0	2.0
1061_0120301	2.0	2.0
1061_0120306	3.0	2.0
1061_0120307	2.0	2.0
1061_0120310	2.0	2.0
1061_0120319	2.0	2.0
1061_0120320	3.0	3.0
1061_0120321	2.0	2.0
1061_0120330	2.0	2.0
1061_0120333	2.0	3.0
1061_0120341	1.0	1.0
1061_0120349	1.0	1.0
1061_0120351	2.0	2.0
1061_0120353	1.0	1.0
1061_0120361	2.0	2.0
1061_0120382	1.0	2.0
1061_0120384	1.0	1.0
1061_0120389	2.0	2.0
1061_0120405	2.0	2.0
1061_0120407	3.0	2.0
1061_0120408	2.0	2.0
1061_0120409	2.0	2.0
1061_0120414	2.0	2.0
1061_0120415	2.0	2.0
1061_0120425	2.0	2.0
1061_0120426	2.0	2.0
1061_0120427	2.0	2.0
1061_0120428	2.0	2.0
1061_0120429	2.0	2.0
1061_0120433	1.0	1.0
1061_0120440	1.0	1.0
1061_0120453	2.0	2.0
1061_0120485	2.0	2.0
1061_0120487	2.0	2.0
1061_0120488	2.0	2.0
1061_0120493	2.0	2.0
1061_0120878	1.0	2.0
1061_0120888	1.0	2.0
1061_0120890	1.0	1.0
1061_1029113	1.0	2.0
1061_1202917	1.0	1.0
1071_0024691	1.0	2.0
1071_0024699	1.0	1.0
1071_0024703	1.0	1.0
1071_0024708	1.0	1.0
1071_0024761	1.0	1.0
1071_0024762	1.0	1.0
1071_0024767	2.0	2.0
1071_0024768	1.0	1.0
1071_0024773	1.0	1.0
1071_0024776	0.0	0.0
1071_0024797	0.0	1.0
1071_0024803	1.0	1.0
1071_0024806	1.0	1.0
1071_0024811	1.0	1.0
1071_0024812	1.0	1.0
1071_0024817	1.0	1.0
1071_0024836	1.0	2.0
1071_0024838	0.0	0.0
1071_0024845	0.0	1.0
1071_0024846	1.0	1.0
1071_0024847	1.0	2.0
1071_0024848	1.0	1.0
1071_0024849	0.0	0.0
1071_0024854	0.0	1.0
1071_0024861	0.0	1.0
1071_0024865	2.0	2.0
1071_0024872	1.0	1.0
1071_0024877	1.0	1.0
1071_0242012	1.0	2.0
1071_0242023	1.0	1.0
1071_0243502	1.0	1.0
1071_0243591	1.0	2.0
1071_0243592	1.0	1.0
1071_0248305	0.0	1.0
1071_0248307	2.0	1.0
1071_0248315	0.0	0.0
1071_0248321	1.0	1.0
1071_0248331	1.0	1.0
1071_0248334	2.0	2.0
1071_0248336	1.0	1.0
1071_0248341	1.0	1.0
1071_0248346	1.0	1.0
1071_0248348	1.0	1.0
1071_0248349	1.0	1.0
1091_0000005	2.0	2.0
1091_0000006	0.0	1.0
1091_0000008	2.0	2.0
1091_0000014	0.0	1.0
1091_0000024	1.0	1.0
1091_0000026	1.0	1.0
1091_0000028	0.0	1.0
1091_0000034	1.0	1.0
1091_0000036	1.0	2.0
1091_0000037	1.0	1.0
1091_0000039	1.0	1.0
1091_0000041	1.0	1.0
1091_0000045	2.0	2.0
1091_0000056	2.0	2.0
1091_0000057	1.0	1.0
1091_0000058	2.0	2.0
1091_0000063	1.0	1.0
1091_0000065	2.0	2.0
1091_0000066	1.0	1.0
1091_0000067	2.0	2.0
1091_0000069	1.0	1.0
1091_0000072	2.0	2.0
1091_0000074	2.0	2.0
1091_0000086	1.0	2.0
1091_0000101	1.0	1.0
1091_0000114	2.0	2.0
1091_0000161	2.0	2.0
1091_0000166	2.0	2.0
1091_0000173	2.0	1.0
1091_0000174	1.0	1.0
1091_0000198	1.0	2.0
1091_0000202	2.0	2.0
1091_0000205	2.0	2.0
1091_0000219	2.0	2.0
1091_0000226	1.0	1.0
1091_0000228	2.0	2.0
1091_0000242	2.0	2.0
1091_0000244	2.0	2.0
1091_0000261	2.0	2.0
1091_0000268	2.0	2.0
0603	2.0	2.0
0605	2.0	2.0
0606	2.0	2.0
0607	2.0	2.0
0609	1.0	2.0
0612	1.0	1.0
0617	1.0	2.0
0628	2.0	2.0
0629	2.0	2.0
0638	1.0	2.0
0639	1.0	2.0
0721	2.0	2.0
0722	2.0	2.0
0725	1.0	2.0
0803	1.0	2.0
0810	1.0	2.0
0916	1.0	1.0
0917	1.0	2.0
0918	1.0	2.0
0926	2.0	2.0
1004	1.0	1.0
1111	1.0	1.0
1114	2.0	2.0
BER0611003	2.0	3.0
BER0611006	2.0	3.0
LIB0611002A	1.0	2.0
LIB0611011	1.0	2.0
MOS0611014	1.0	2.0
PAR1011017	3.0	3.0
PHA0111002B	2.0	2.0
PHA0111003B	1.0	1.0
PHA0111004A	1.0	1.0
PHA0111011	2.0	2.0
PHA0112007B	1.0	1.0
PHA0112012A	1.0	2.0
PHA0209024	2.0	2.0
PHA0209039	2.0	3.0
PHA0210001	1.0	1.0
PHA0210004	1.0	1.0
PHA0210008	1.0	1.0
PHA0411009A	1.0	2.0
PHA0411027	2.0	2.0
PHA0411028	2.0	2.0
PHA0411029	2.0	2.0
PHA0411041	3.0	3.0
PHA0411051	3.0	3.0
PHA0411053	3.0	3.0
PHA0411058	3.0	3.0
PHA0411059	3.0	3.0
PHA0509013	1.0	1.0
PHA0509015	3.0	2.0
PHA0509032	2.0	3.0
PHA0509038	2.0	2.0
PHA0509041	2.0	3.0
PHA0510004B	1.0	1.0
PHA0510010A	1.0	1.0
PHA0510013A	1.0	1.0
PHA0510029	3.0	3.0
PHA0510032	3.0	3.0
PHA0510037	2.0	2.0
PHA0510048	2.0	2.0
PHA0610018	3.0	3.0
PHA0610019B	1.0	1.0
PHA0610025	3.0	3.0
PHA0610026	3.0	3.0
PHA0810001	3.0	3.0
PHA0810009	3.0	3.0
PHA1109001	1.0	1.0
PHA1109006	2.0	2.0
PHA1109008	1.0	1.0
PHA1109023	1.0	1.0
PHA1109025	1.0	1.0
PHA1109028	2.0	3.0
PHA1110002A	2.0	2.0
PHA1110003B	1.0	1.0
PHA1110013	2.0	3.0
PHA1110014	2.0	3.0
PHA1110017	2.0	2.0
PHA1110019	2.0	2.0
PHA1111001A	1.0	1.0
PHA1111002B	1.0	1.0
PHA1111009A	1.0	1.0
TI071122B	1.0	1.0
VAR0909003	2.0	2.0
VAR0909010	2.0	2.0
VAR0910007	2.0	2.0
VAR0910010	3.0	2.0
1325_1001009	2.0	2.0
1325_1001023	2.0	2.0
1325_1001039	2.0	2.0
1325_1001041	2.0	2.0
1325_1001053	1.0	2.0
1325_1001056	2.0	2.0
1325_1001062	2.0	2.0
1325_1001078	2.0	2.0
1325_1001082	2.0	2.0
1325_1001083	2.0	2.0
1325_1001087	2.0	2.0
1325_1001094	2.0	2.0
1325_1001099	2.0	2.0
1325_1001111	2.0	2.0
1325_1001122	2.0	2.0
1325_1001133	2.0	2.0
1325_1001136	2.0	2.0
1325_1001138	2.0	2.0
1325_1001143	2.0	2.0
1325_1001161	2.0	2.0
1325_1001168	2.0	2.0
1325_9000099	2.0	2.0
1325_9000104	2.0	2.0
1325_9000136	2.0	2.0
1325_9000139	2.0	2.0
1325_9000143	2.0	2.0
1325_9000185	2.0	2.0
1325_9000237	2.0	2.0
1325_9000239	2.0	2.0
1325_9000317	2.0	2.0
1325_9000320	2.0	2.0
1325_9000321	2.0	2.0
1325_9000503	2.0	2.0
1325_9000612	1.0	2.0
1325_9000674	2.0	2.0
1325_9000677	2.0	2.0
1325_9000700	2.0	2.0
1365_0100006	2.0	2.0
1365_0100013	2.0	2.0
1365_0100019	1.0	1.0
1365_0100020	2.0	2.0
1365_0100030	1.0	2.0
1365_0100056	2.0	2.0
1365_0100092	2.0	2.0
1365_0100097	2.0	2.0
1365_0100100	2.0	2.0
1365_0100101	2.0	2.0
1365_0100103	2.0	2.0
1365_0100119	2.0	2.0
1365_0100120	2.0	2.0
1365_0100121	2.0	2.0
1365_0100125	2.0	2.0
1365_0100164	2.0	2.0
1365_0100176	2.0	2.0
1365_0100186	2.0	2.0
1365_0100190	2.0	2.0
1365_0100192	2.0	2.0
1365_0100194	2.0	2.0
1365_0100198	1.0	2.0
1365_0100199	2.0	2.0
1365_0100200	2.0	2.0
1365_0100211	2.0	2.0
1365_0100212	2.0	2.0
1365_0100218	2.0	2.0
1365_0100228	1.0	2.0
1365_0100231	2.0	2.0
1365_0100232	2.0	2.0
1365_0100233	2.0	2.0
1365_0100258	2.0	2.0
1365_0100261	2.0	2.0
1365_0100448	1.0	2.0
1365_0100475	2.0	2.0
1365_0100478	2.0	2.0
1385_0000011	0.0	1.0
1385_0000022	1.0	1.0
1385_0000034	1.0	1.0
1385_0000047	1.0	1.0
1385_0000048	1.0	1.0
1385_0000050	1.0	1.0
1385_0000058	1.0	1.0
1385_0000095	1.0	1.0
1385_0000119	1.0	1.0
1385_0000124	1.0	1.0
1385_0000129	1.0	1.0
1385_0001107	1.0	1.0
1385_0001119	1.0	1.0
1385_0001125	1.0	1.0
1385_0001133	1.0	1.0
1385_0001135	1.0	1.0
1385_0001147	1.0	1.0
1385_0001148	1.0	1.0
1385_0001170	1.0	1.0
1385_0001172	1.0	1.0
1385_0001175	1.0	1.0
1385_0001188	1.0	1.0
1385_0001189	1.0	1.0
1385_0001192	1.0	1.0
1385_0001193	2.0	1.0
1385_0001199	1.0	1.0
1385_0001501	1.0	1.0
1385_0001503	1.0	1.0
1385_0001525	1.0	1.0
1385_0001724	2.0	2.0
1385_0001729	1.0	2.0
1385_0001732	1.0	1.0
1385_0001740	1.0	1.0
1385_0001741	0.0	1.0
1385_0001748	1.0	2.0
1385_0001752	1.0	1.0
1385_0001756	1.0	1.0
1385_0001757	2.0	1.0
1385_0001767	1.0	1.0
1385_0001788	1.0	1.0
1385_0001798	1.0	1.0
1385_0001799	1.0	1.0
1385_0001800	1.0	1.0
1395_0000341	1.0	1.0
1395_0000356	1.0	1.0
1395_0000368	0.0	1.0
1395_0000392	1.0	1.0
1395_0000409	2.0	2.0
1395_0000414	1.0	1.0
1395_0000455	1.0	1.0
1395_0000469	1.0	1.0
1395_0000516	1.0	1.0
1395_0000525	2.0	1.0
1395_0000527	1.0	1.0
1395_0000529	1.0	1.0
1395_0000533	2.0	2.0
1395_0000537	1.0	2.0
1395_0000553	1.0	1.0
1395_0000560	1.0	2.0
1395_0000581	1.0	2.0
1395_0000593	1.0	1.0
1395_0000595	0.0	1.0
1395_0000596	2.0	1.0
1395_0000598	1.0	1.0
1395_0000599	1.0	1.0
1395_0000602	1.0	1.0
1395_0000612	1.0	1.0
1395_0000628	1.0	1.0
1395_0001022	1.0	1.0
1395_0001028	1.0	2.0
1395_0001061	2.0	2.0
1395_0001068	1.0	1.0
1395_0001071	1.0	1.0
1395_0001076	1.0	2.0
1395_0001093	1.0	1.0
1395_0001108	1.0	1.0
1395_0001116	1.0	1.0
1395_0001120	1.0	1.0
1395_0001131	1.0	1.0
1395_0001147	1.0	2.0
1395_0001169	1.0	2.0
